source_file	scene_index	scene_label	text_index	segment_index	speaker_original	speaker_zh_cn	voice	display_prefix	original_text	translation_zh_cn	translator_note
01.txt.json	0	*top	47	0	稔	稔			「その場合マンガが勝手に本棚に飛んでって、\n１冊入れ替わっていまベッドに戻ったのが見えたはずだが」	「那样的话，你应该能看到漫画自己飞回书架，\n换了一本之后又回到床上才对」	「その場合マンガが勝手に本棚に飛んでって、\n１冊入れ替わっていまベッドに戻ったのが見えたはずだが」
01.txt.json	0	*top	48	0	美世	美世	miyo0019		「だからなにが」	「所以到底是什么」	「だからなにが」
01.txt.json	0	*top	49	0	美世	美世	miyo0020		「ベッドの上にマンガはあるけど、\n最初からあれだったでしょ」	「床上确实有漫画，\n不过从一开始就是那本吧」	「ベッドの上にマンガはあるけど、\n最初からあれだったでしょ」
01.txt.json	0	*top	50	0	美世	美世	miyo0021		「ていうかアンタ、ベッドでお菓子食べるなって\n小さいころから言ってるでしょ。虫が湧くよ」	「话说回来，我从你小时候就一直告诉你，别在床上吃零食了吧。\n会招虫子的」	「ていうかアンタ、ベッドでお菓子食べるなって\n小さいころから言ってるでしょ。虫が湧くよ」
01.txt.json	0	*top	51	0	稔	稔			「……はあ」	「……唉」	「……はあ」
01.txt.json	0	*top	52	0					ダメだこりゃ。	没救了。	ダメだこりゃ。
01.txt.json	0	*top	53	0					いきなり俺の前に現れたこのウサ耳。	这个突然出现在我面前的兔耳少女。	いきなり俺の前に現れたこのウサ耳。
01.txt.json	0	*top	54	0					俺には確かに見えてるし、言葉も通じるようだが。	我确实能看见她，似乎也能和她正常交流。	俺には確かに見えてるし、言葉も通じるようだが。
01.txt.json	0	*top	55	0					俺以外には見えてない。	可除了我以外，谁都看不见她。	俺以外には見えてない。
01.txt.json	0	*top	56	0					行動もなぜか追えない。	不知为何，也没人能察觉她的行动。	行動もなぜか追えない。
01.txt.json	0	*top	57	0					俺以外の誰にも、『存在する』ことが把握できてない。	除了我以外，没有任何人能意识到她的“存在。	俺以外の誰にも、『存在する』ことが把握できてない。
01.txt.json	0	*top	58	0					俺にしか見えない少女。	只有我能看见的少女。	俺にしか見えない少女。
01.txt.json	0	*top	59	0					それがプーカとの出会いだった。	那就是我与普卡相遇的开始。	それがプーカとの出会いだった。
01.txt.json	0	*top	60	0	美世	美世	miyo0022		「いい！　次来るときも同じこと言ってたら\nガチで病院考えるからね！」	「听好了！下次来的时候你还这么说，\n我可真的要考虑把你送医院了！」	「いい！　次来るときも同じこと言ってたら\nガチで病院考えるからね！」
01.txt.json	0	*top	61	0	稔	稔			「はいはい……」	「好好好……」	「はいはい……」
01.txt.json	0	*top	62	0					言いたいことを言って帰って行く姉さん。	姐姐说完想说的话，便回去了。	言いたいことを言って帰って行く姉さん。
01.txt.json	0	*top	63	0					はあ……うるさい。	唉……真吵。	はあ……うるさい。
01.txt.json	0	*top	64	0					昔から口うるさいのは治らない人だ。	她从以前开始就一直这么爱唠叨，看来是改不了了。	昔から口うるさいのは治らない人だ。
01.txt.json	0	*top	65	0					ま、心配してくれてるならありがたいけどさ。	嘛，你要是担心我，那我就谢谢你了。	ま、心配してくれてるならありがたいけどさ。
01.txt.json	0	*top	66	0	稔	稔			「くぁあ」	「呜啊」	「くぁあ」
01.txt.json	0	*top	67	0					ちょっと眠い。	有点困。	ちょっと眠い。
01.txt.json	0	*top	68	0					ったく、俺のタイムスケジュール的に\nこの時間はＮＧだっつの。	真是的，按我的时间安排，\n这个点可是NG啊。	ったく、俺のタイムスケジュール的に\nこの時間はＮＧだっつの。
01.txt.json	0	*top	69	0					飲食関連で夜働く辛さは姉さんも知ってるだろうに……。\nやれやれ。	从事餐饮相关工作、晚上上班有多辛苦，姐姐你也知道吧……\n真是的。	飲食関連で夜働く辛さは姉さんも知ってるだろうに……。\nやれやれ。
01.txt.json	0	*top	70	0					――ガチャ。	——咔嚓。	――ガチャ。
01.txt.json	0	*top	71	0	絵利	绘利	eri0001	・・・	「あ」	「啊」	「あ」
01.txt.json	0	*top	72	0					お。	哦。	お。
01.txt.json	0	*top	73	0	稔	稔			「ども」	「你好」	「ども」
01.txt.json	0	*top	74	0					ちょうどのところでお隣さんが出てきた。	正好这时候，隔壁邻居出来了。	ちょうどのところでお隣さんが出てきた。
01.txt.json	0	*top	75	0					あまり面識はないが、こういうときは愛想良くしなくては。\n笑顔を作って頭を下げる。	虽然彼此不太熟，但这种时候还是得客气一点。\n我挤出笑容，低头行礼。	あまり面識はないが、こういうときは愛想良くしなくては。\n笑顔を作って頭を下げる。
01.txt.json	0	*top	76	0	絵利	绘利	eri0002	お隣さん	「あうあ、どどど、ども」	「啊呜啊，您您您、您好」	「あうあ、どどど、ども」
01.txt.json	0	*top	77	0	絵利	绘利	eri0003	お隣さん	「デュヘヘヒヒ……」	「呜嘿嘿嘿嘿……」	「デュヘヘヒヒ……」
01.txt.json	0	*top	78	0	稔	稔			「……」	「……」	「……」
01.txt.json	0	*top	79	0					引っ込んでしまう。	她缩了回去。	引っ込んでしまう。
01.txt.json	0	*top	80	0					……学生のころたまにいたな。\nああいう、声かけると変な笑い方して逃げちゃう人。	……上学的时候偶尔也会遇到这种人。\n就是那种一搭话就发出奇怪的笑声，然后逃走的人。	……学生のころたまにいたな。\nああいう、声かけると変な笑い方して逃げちゃう人。
01.txt.json	0	*top	81	0					ま、そういうタイプなんだろう。気にしない。	嘛，她大概就是这种类型吧。不用在意。	ま、そういうタイプなんだろう。気にしない。
01.txt.json	0	*top	82	0					少なくとも彼女は、前に大家さんと話してるのを見ている。	至少，她之前和房东说话的时候，我是见过的。	少なくとも彼女は、前に大家さんと話してるのを見ている。
01.txt.json	0	*top	83	0					俺以外にも見えてるだけマシだ。	除了我以外，至少还有别人能看见她，这就算不错了。	俺以外にも見えてるだけマシだ。
01.txt.json	0	*top	84	0	プーカ	普卡	puca0008	・・・	「おかえりー」	「你回来啦」	「おかえりー」
01.txt.json	0	*top	85	0	稔	稔			「おう」	「哦」	「おう」
01.txt.json	0	*top	86	0	プーカ	普卡	puca0009	・・・	「ねえねえこのマンガ面白いね。\nぎゅんたま？　なんか昔アニメでやってたよね」	「喂喂，这漫画挺有意思的。\n《ぎゅんたま》？以前好像还出过动画吧」	「ねえねえこのマンガ面白いね。\nぎゅんたま？　なんか昔アニメでやってたよね」
01.txt.json	0	*top	87	0	稔	稔			「まーな」	「嗯，是啊」	「まーな」
01.txt.json	0	*top	88	0					すごい普通に話しかけてくるウサ耳ちゃん。	兔耳小姑娘居然如此自然地跟我搭话。	すごい普通に話しかけてくるウサ耳ちゃん。
01.txt.json	0	*top	89	0					会話……出来てるな。	对话……进行得挺顺利啊。	会話……出来てるな。
01.txt.json	0	*top	90	0					まあぎゅんたまが読める時点で日本語はわかるわけで、\nおしゃべりは当然できるんだろう。	不过，既然她能看懂《ぎゅんたま》，就说明她懂日语，\n能聊天也是理所当然的吧。	まあぎゅんたまが読める時点で日本語はわかるわけで、\nおしゃべりは当然できるんだろう。
01.txt.json	0	*top	91	0					ただ……。	只不过……。	ただ……。
01.txt.json	0	*top	92	0					おっと。	哎呀。	おっと。
01.txt.json	0	*top	93	0					ドアがノックされた。	有人敲门了。	ドアがノックされた。
01.txt.json	0	*top	94	0	大家さん	房东太太	m_ooya0001	・・・	「おーがさーん。大賀さんいるかい」	「大贺先生——。大贺先生在吗」	「おーがさーん。大賀さんいるかい」
01.txt.json	0	*top	95	0					誰だ？　思っていると、	谁啊？正想着、	誰だ？　思っていると、
01.txt.json	0	*top	96	0	大家さん	房东太太	m_ooya0002		「あい、お邪魔するよ」	「哎，我进来啦」	「あい、お邪魔するよ」
01.txt.json	0	*top	97	0					まだこっちが返事もしてないのに、\n勝手に戸をあけられる。	这边还没来得及回应，\n门就被人自顾自地打开了。	まだこっちが返事もしてないのに、\n勝手に戸をあけられる。
01.txt.json	0	*top	98	0					おいおい、プライバシーってものが……まあいいけど。	喂喂，隐私这种东西……算了，也无所谓。	おいおい、プライバシーってものが……まあいいけど。
01.txt.json	0	*top	99	0	稔	稔			「なんすか大家さん」	「什么事啊，房东太太」	「なんすか大家さん」
01.txt.json	0	*top	100	0	大家さん	房东太太	m_ooya0003		「アンタいっつも朝は寝てるみたいだから、\nこれ書いてもらわなきゃってねえ」	「我看你早上总是在睡觉，\n所以得让你把这个填了才行」	「アンタいっつも朝は寝てるみたいだから、\nこれ書いてもらわなきゃってねえ」
01.txt.json	0	*top	101	0					回覧板に挟んだ、何かの書類を持ってくる。	她拿来一份夹在传阅板里的文件，不知道是什么东西。	回覧板に挟んだ、何かの書類を持ってくる。
01.txt.json	0	*top	102	0					電気代が来月から上がります系のやつだ。\n『確認しました』のサインがいるらしい。	是那种通知电费从下个月起要涨价的文件。\n好像还需要签上『已确认。	電気代が来月から上がります系のやつだ。\n『確認しました』のサインがいるらしい。
01.txt.json	0	*top	103	0	稔	稔			「分かりました。ハンコでいいすか」	「知道了。盖章可以吗」	「分かりました。ハンコでいいすか」
01.txt.json	0	*top	104	0	大家さん	房东太太	m_ooya0004		「ええ。\nちなみに再来月はガス代もあがるってさ」	「可以。\n顺带一提，听说下下个月煤气费也要涨呢」	「ええ。\nちなみに再来月はガス代もあがるってさ」
01.txt.json	0	*top	105	0	稔	稔			「……またかよ」	「……又来啊」	「……またかよ」
01.txt.json	0	*top	106	0	大家さん	房东太太	m_ooya0005		「どんどん苦しくなるよねえ」	「日子过得越来越难了呢」	「どんどん苦しくなるよねえ」
01.txt.json	0	*top	107	0					言いながら、それとなく部屋を覗き見てくる大家さん。	房东一边说着，一边若无其事地往房间里窥视。	言いながら、それとなく部屋を覗き見てくる大家さん。
01.txt.json	0	*top	108	0	プーカ	普卡	puca0010	・・・	「……」	「……」	「……」
01.txt.json	0	*top	109	0	大家さん	房东太太	m_ooya0006		「……」	「……」	「……」
01.txt.json	0	*top	110	0	プーカ	普卡	puca0011	・・・	「おざっすー」	「早上好」	「おざっすー」
01.txt.json	0	*top	111	0	大家さん	房东太太	m_ooya0007		「……」	「……」	「……」
01.txt.json	0	*top	112	0	プーカ	普卡	puca0012	・・・	「電気代あがるんすかー？　いやーせちがらい世の中だねー」	「电费要涨了吗——？　哎呀——真是个艰难的世道啊」	「電気代あがるんすかー？　いやーせちがらい世の中だねー」
01.txt.json	0	*top	113	0	大家さん	房东太太	m_ooya0008		「……」	「……」	「……」
01.txt.json	0	*top	114	0	大家さん	房东太太	m_ooya0009		「さっき、独り言言ってなかった？」	「你刚才是不是在自言自语？」	「さっき、独り言言ってなかった？」
01.txt.json	0	*top	115	0	稔	稔			「いや……えと」	「不是……那个」	「いや……えと」
01.txt.json	0	*top	116	0					がっつり真正面に、うさ耳バニーちゃんがいるのに\n無視してる大家さん。	明明兔耳兔女郎就大剌剌地站在正前方，\n房东却视若无睹。	がっつり真正面に、うさ耳バニーちゃんがいるのに\n無視してる大家さん。
01.txt.json	0	*top	117	0					男１人で契約してる部屋に、バニースーツのガキがいたら\nもうちょっと何か反応すると思う。	如果一个男人租住的房间里出现了一个穿着兔女郎装的小鬼，\n我觉得多少都会有点反应才对。	男１人で契約してる部屋に、バニースーツのガキがいたら\nもうちょっと何か反応すると思う。
01.txt.json	0	*top	118	0					つまり、見えてない。	也就是说，他看不见。	つまり、見えてない。
01.txt.json	0	*top	119	0	稔	稔			「なんでもないっす。寝ぼけてたかも」	「没什么。可能是我还没睡醒」	「なんでもないっす。寝ぼけてたかも」
01.txt.json	0	*top	120	0	大家さん	房东太太	m_ooya0010		「そう。まあなら何も言わないけど。\nうちのアパート壁が薄いから、大声には注意ね」	「这样啊。那就算了。\n我们这栋公寓的墙很薄，注意别大声喧哗啊」	「そう。まあなら何も言わないけど。\nうちのアパート壁が薄いから、大声には注意ね」
01.txt.json	0	*top	121	0	稔	稔			「ういっす」	「好嘞」	「ういっす」
01.txt.json	0	*top	122	0					出て行く大家さん。	房东离开了。	出て行く大家さん。
01.txt.json	0	*top	123	0					さて。	那么。	さて。
01.txt.json	0	*top	124	0	プーカ	普卡	puca0013	・・・	「独り言じゃないよねえ」	「不是自言自语吧」	「独り言じゃないよねえ」
01.txt.json	0	*top	125	0					それは判断が怪しいところだ。	这一点就很难判断了。	それは判断が怪しいところだ。
01.txt.json	0	*top	126	0					いまの大家さんを見ても分かるとおり、\nこの娘、やはり俺以外には見えてない。\n声も聞こえてない。	正如刚才房东的反应所示，\n这姑娘果然只有我能看见。\n她的声音也只有我能听见。	いまの大家さんを見ても分かるとおり、\nこの娘、やはり俺以外には見えてない。\n声も聞こえてない。
01.txt.json	0	*top	127	0					だが俺と会話してるのは事実。	但她确实在和我对话。	だが俺と会話してるのは事実。
01.txt.json	0	*top	128	0	プーカ	普卡	puca0014	・・・	「ぎゅんたま６巻どこ？」	「扭扭蛋》第6卷在哪儿？」	「ぎゅんたま６巻どこ？」
01.txt.json	0	*top	129	0	プーカ	普卡	puca0015	・・・	「あーあったあった」	「啊——找到了找到了」	「あーあったあった」
01.txt.json	0	*top	130	0	プーカ	普卡	puca0016	・・・	「ぬははは。この警察のマヨネーズの人かっこいいね」	「呜哈哈哈。这个警察蛋黄酱人真帅啊」	「ぬははは。この警察のマヨネーズの人かっこいいね」
01.txt.json	0	*top	131	0					そして実在しているのも事実だ。	而且她确实是实际存在的。	そして実在しているのも事実だ。
01.txt.json	0	*top	132	0					現にさっきから、\n漫画本が巻数ごとにベッドに移動しているし、\n俺が食べてないポテトチップスが減っている。	眼下现实就是这样，\n漫画正按卷数一本本地移动到床上，\n我没吃过的薯片也在不断减少。	現にさっきから、\n漫画本が巻数ごとにベッドに移動しているし、\n俺が食べてないポテトチップスが減っている。
01.txt.json	0	*top	133	0					自分が正気である証明は何者にも出来ない。\nとか、どっかの大学の教授的な人が言ってたけど、	虽然好像有哪个大学教授之类的人说过，\n谁都无法证明自己神志清醒、	自分が正気である証明は何者にも出来ない。\nとか、どっかの大学の教授的な人が言ってたけど、
01.txt.json	0	*top	134	0					現実に変化が起きている。	但现实确实发生了变化。	現実に変化が起きている。
01.txt.json	0	*top	135	0					幻だと思うのは……。	要说这是幻觉……。	幻だと思うのは……。
01.txt.json	0	*top	136	0					……うーん。	……嗯。	……うーん。
01.txt.json	0	*top	137	0	稔	稔			「おい」	「喂」	「おい」
01.txt.json	0	*top	138	0	プーカ	普卡	puca0017	・・・	「んー？」	「嗯？」	「んー？」
01.txt.json	0	*top	139	0	稔	稔			「ちょっとこっち来い」	「你过来一下」	「ちょっとこっち来い」
01.txt.json	0	*top	140	0	プーカ	普卡	puca0018	・・・	「ごめんちょい待って。いまいいとこなの」	「抱歉，稍等一下。我现在正看到精彩的地方呢」	「ごめんちょい待って。いまいいとこなの」
01.txt.json	0	*top	141	0	稔	稔			「いいから。マンガ置いてこっちに来なさい」	「少废话。把漫画放下，过来」	「いいから。マンガ置いてこっちに来なさい」
01.txt.json	0	*top	142	0					床をバンバンする。	我砰砰地拍着地板。	床をバンバンする。
01.txt.json	0	*top	143	0	プーカ	普卡	puca0019	・・・	「なによぉ、いまぎゅんたまが」	「干什么呀，人家现在正看到ぎゅんたま」	「なによぉ、いまぎゅんたまが」
01.txt.json	0	*top	144	0	稔	稔			「ぎゅんたまはいいから。話をさせろ主にお前のこと」	「ぎゅんたま先放一边。让我跟你谈谈，主要是谈谈你的事」	「ぎゅんたまはいいから。話をさせろ主にお前のこと」
01.txt.json	0	*top	145	0	プーカ	普卡	puca0020	・・・	「なに」	「什么」	「なに」
01.txt.json	0	*top	146	0					仕方ないなって感じにベッドを降りる。	她一副“真拿你没办法”的样子，从床上下来。	仕方ないなって感じにベッドを降りる。
01.txt.json	0	*top	147	0					……うぜえ。	……真烦人。	……うぜえ。
01.txt.json	0	*top	148	0					いやいや、イラつくな俺。	不不不，别烦躁，稔。	いやいや、イラつくな俺。
01.txt.json	0	*top	149	0					アンガーマネジメントは大事だぞ。\nとくに相手が、幽霊とか幻とか、超常現象の場合は。	情绪管理很重要。\n尤其当对方是幽灵、幻觉之类的超自然现象时。	アンガーマネジメントは大事だぞ。\nとくに相手が、幽霊とか幻とか、超常現象の場合は。
01.txt.json	0	*top	150	0	稔	稔			「えっと、まず」	「那个，首先」	「えっと、まず」
01.txt.json	0	*top	151	0	稔	稔			「自己紹介をしよう。\n俺は稔。大賀稔だ」	「先做个自我介绍吧。\n我是稔。大贺稔」	「自己紹介をしよう。\n俺は稔。大賀稔だ」
01.txt.json	0	*top	152	0	プーカ	普卡	puca0021	・・・	「うん。ういっす。どもっす」	「嗯。嗨。你好」	「うん。ういっす。どもっす」
01.txt.json	0	*top	153	0	稔	稔			「大賀稔だ」	「我是大贺稔」	「大賀稔だ」
01.txt.json	0	*top	154	0	プーカ	普卡	puca0022	・・・	「知ってるよぉ。さっきおばちゃんに大賀さんって\n呼ばれてたし、お姉ちゃんには稔って呼ばれてたし」	「我知道呀。刚才那个大婶还叫你大贺先生，而且那个姐姐也叫你稔」	「知ってるよぉ。さっきおばちゃんに大賀さんって\n呼ばれてたし、お姉ちゃんには稔って呼ばれてたし」
01.txt.json	0	*top	155	0	稔	稔			「おう」	「哦」	「おう」
01.txt.json	0	*top	156	0	プーカ	普卡	puca0023	・・・	「で？」	「然后呢？」	「で？」
01.txt.json	0	*top	157	0	稔	稔			「こっちが名乗った以上、そっちも名乗るのが礼儀だよな」	「既然我都自报姓名了，你也该自报姓名，这才是礼貌吧」	「こっちが名乗った以上、そっちも名乗るのが礼儀だよな」
01.txt.json	0	*top	158	0					幽霊でも礼儀は分かるよな。	就算是幽灵，也该懂礼貌吧。	幽霊でも礼儀は分かるよな。
01.txt.json	0	*top	159	0					ってことは宇宙人的な、常識が通じない系か？	这么说来，她是外星人那种、完全不讲常识的类型吗？	ってことは宇宙人的な、常識が通じない系か？
01.txt.json	0	*top	160	0	プーカ	普卡	puca0024	・・・	「あー、ごめんごめん。自己紹介ね。\nなんかもう終わってた気分だったわ」	「啊——抱歉抱歉。是自我介绍对吧。\n感觉自己已经介绍完了」	「あー、ごめんごめん。自己紹介ね。\nなんかもう終わってた気分だったわ」
01.txt.json	0	*top	161	0	プーカ	普卡	puca0025	・・・	「えっとねえ。あたしは……んー」	「那个嘛。我是……嗯」	「えっとねえ。あたしは……んー」
01.txt.json	0	*top	162	0	プーカ	普卡	puca0026	・・・	「ハーヴェイ」	「哈维」	「ハーヴェイ」
01.txt.json	0	*top	163	0	稔	稔			「……」	「……」	「……」
01.txt.json	0	*top	164	0	プーカ	普卡	puca0027		「ハーヴェイ・プーカ」	「哈维·普卡」	「ハーヴェイ・プーカ」
01.txt.json	0	*top	165	0	プーカ	普卡	puca0028		「プーカでいいよ。稔くん」	「叫我普卡就好啦，稔君」	「プーカでいいよ。稔くん」
01.txt.json	0	*top	166	0	稔	稔			「……おう」	「……哦」	「……おう」
01.txt.json	0	*top	167	0					日本語は流ちょうなのに、日本人っぽくない名前だな。	明明日语说得很流利，名字却不太像日本人。	日本語は流ちょうなのに、日本人っぽくない名前だな。
01.txt.json	0	*top	168	0					てか、くん付けかよ。\nこっちもう大人だぞ。	话说，她叫我“君”啊。\n我这边可是成年人了。	てか、くん付けかよ。\nこっちもう大人だぞ。
01.txt.json	0	*top	169	0					あっちはどう見てもガキ……。\n少なくとも２０歳にはなってないだろう。	那边怎么看都是个小鬼……\n至少应该还没满二十岁。	あっちはどう見てもガキ……。\n少なくとも２０歳にはなってないだろう。
01.txt.json	0	*top	170	0					ま、呼称問題は無視しよう。\nガキにそういう礼儀を求めるほどカチコチじゃない。	算了，称呼的问题就先不管了。\n我还没死板到要求一个小鬼遵守那种礼节。	ま、呼称問題は無視しよう。\nガキにそういう礼儀を求めるほどカチコチじゃない。
01.txt.json	0	*top	171	0	稔	稔			「んじゃ自己紹介が済んだところで」	「那么，既然自我介绍也结束了」	「んじゃ自己紹介が済んだところで」
01.txt.json	0	*top	172	0	稔	稔			「お前が何者なのか聞いて良いか？」	「可以问问你是什么人吗？」	「お前が何者なのか聞いて良いか？」
01.txt.json	0	*top	173	0	プーカ	普卡	puca0029		「何者って？」	「什么人？」	「何者って？」
01.txt.json	0	*top	174	0	稔	稔			「その格好はなんだ。なぜここにいる。\nなんで俺にだけ見えるし口もきけるんだ。\nてかなんでバニー？　誰の趣味？　着替えて欲しいんだが」	「你这身打扮是怎么回事。为什么会在这里。\n为什么只有我能看见你，还能和你说话。\n话说回来，为什么是兔女郎？谁的兴趣？我想让你换身衣服」	「その格好はなんだ。なぜここにいる。\nなんで俺にだけ見えるし口もきけるんだ。\nてかなんでバニー？　誰の趣味？　着替えて欲しいんだが」
01.txt.json	0	*top	175	0	プーカ	普卡	puca0030		「多いなあ。急にどしたの」	「问题好多啊。怎么突然问这个」	「多いなあ。急にどしたの」
01.txt.json	0	*top	176	0					俺もそろそろ冷静の仮面が保てなくなってきた。	我也渐渐维持不住冷静的面具了。	俺もそろそろ冷静の仮面が保てなくなってきた。
01.txt.json	0	*top	177	0	稔	稔			「えっと、お前は……」	「那个，你是……」	「えっと、お前は……」
01.txt.json	0	*top	178	0	稔	稔			「幽霊か？」	「幽灵吗？」	「幽霊か？」
